State,Year,Forest,Barren,Others,Fallow,Cropped
33,2000,0,0,0,0,0
33,2001,0,0,0,0,0
33,2002,0,0,0,0,0
33,2003,2660600,4259109,6269106,3682903,21664038
33,2004,0,0,0,0,0
33,2005,0,0,0,0,0
33,2006,0,0,0,0,0
33,2007,0,0,0,0,0
33,2008,0,0,0,0,0
33,2009,0,0,0,0,0
33,2010,0,0,0,0,0
33,2011,0,0,0,0,0
33,2012,0,0,0,0,0
33,2013,0,0,0,0,0
33,2014,0,0,0,0,0
33,2015,0,0,0,0,0
33,2016,0,0,0,0,0
33,2017,0,0,0,0,0
33,2018,0,0,0,0,0
33,2019,2769790,4378847,5412194,3697764,27515432
33,2020,0,0,0,0,0
33,2021,0,0,0,0,0
33,2022,0,0,0,0,0
33,2023,0,0,0,0,0
33,2024,0,0,0,0,0
34,2000,2133617,2461712,730409,2362290,6338109
34,2001,2131726,2475677,776632,2434795,6226457
34,2002,2131604,2490262,785198,2993927,5191108
34,2003,2122041,2622731,775893,2816824,5316027
34,2004,2122069,2633839,777661,2396065,5889069
34,2005,2110703,2641934,753321,2276848,6032718
34,2006,2106113,2662185,732628,2399647,5842790
34,2007,2105818,2661424,718041,2479443,5815174
34,2008,2105906,2664505,702415,2510923,5824248
34,2009,2126672,2665943,689197,2659118,5571718
34,2010,2125475,2666287,692586,2595110,5752664
34,2011,0,0,0,0,0
34,2012,2125475,2672415,687138,3003848,5139832
34,2013,2125475,2678336,682571,2832872,5897472
34,2014,2125475,2687896,668817,2731910,5994501
34,2015,2156574,2658399,667189,2718272,6074160
34,2016,2156574,2658976,662150,3208392,5128642
34,2017,2156574,2659129,653996,2924856,5729576
34,2018,2156574,2659615,656750,2977755,5672086
34,2019,2156574,2660505,651118,2826622,5942134
34,2020,2156574,2662486,623004,2757756,6155731
34,2021,0,0,0,0,0
34,2022,0,0,0,0,0
34,2023,0,0,0,0,0
34,2024,0,0,0,0,0
35,2000,1865300,3741600,2839600,932000,10497400
35,2001,1865500,3739000,2841800,743800,10791000
35,2002,1853500,3753000,2839000,941200,10630700
35,2003,1853600,3752700,2831000,579300,11421000
35,2004,1853600,3754200,2831000,682400,11256900
35,2005,1860500,3748000,2827700,709600,11494700
35,2006,1833400,3758200,2831800,641900,11807400
35,2007,0,3722600,2815000,528600,12211400
35,2008,1895632,3705719,2809183,478082,12319727
35,2009,1896241,3606006,2938545,523841,12350664
35,2010,1834113,3559303,2808533,499239,12702536
35,2011,1853413,3531805,2764544,546230,12835554
35,2012,0,0,0,0,0
35,2013,0,0,0,0,0
35,2014,2148515,3774096,2887745,381482,12680090
35,2015,2105583,3471807,2765617,697485,12589723
35,2016,2108758,3449678,2740556,625235,12949351
35,2017,2121361,3471214,2732387,593773,13108020
35,2018,2117653,3492461,2710942,1099573,12233004
35,2019,2118841,3496426,2711527,696590,13815653
35,2020,2051121,3510298,2674498,752014,14722236
35,2021,0,0,0,0,0
35,2022,0,0,0,0,0
35,2023,0,0,0,0,0
35,2024,0,0,0,0,0
36,2000,280224,436958,21931,43637,7940676
36,2001,305566,434133,13410,25650,7941414
36,2002,273663,457590,17535,82778,7772641
36,2003,308461,450873,16970,15961,7906822
36,2004,299353,483409,17015,33391,7930747
36,2005,299531,480393,18243,42518,7867522
36,2006,298002,504118,9984,36403,7860676
36,2007,286541,507128,10250,42168,7869691
36,2008,295302,515921,14836,37464,7912176
36,2009,295061,528013,10834,40392,7875435
36,2010,293848,532807,11643,36595,7883024
36,2011,0,0,0,0,0
36,2012,261929,480113,76358,64186,7870135
36,2013,258489,550027,18616,60410,7847665
36,2014,255638,542131,27540,88566,7857322
36,2015,255759,527619,29743,82332,7871572
36,2016,255408,536283,26688,84219,7804364
36,2017,253092,540242,24695,91112,7778992
36,2018,250285,544983,27155,91451,7850691
36,2019,245537,545151,22315,93088,7837650
36,2020,245333,546457,22450,92910,7834721
36,2021,0,0,0,0,0
36,2022,0,0,0,0,0
36,2023,0,0,0,0,0
36,2024,0,0,0,0,0
